age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y 
39,services,married,secondary,no,-540,no,no,unknown,6,6,29,1,-1,0,unknown,no
35,self-employed,married,tertiary,no,560,yes,no,cellular,2,4,58,1,136,1,failure,no
31,management,married,tertiary,no,325,yes,no,cellular,18,7,1139,2,-1,0,unknown,yes
29,management,single,tertiary,no,437,no,no,cellular,5,8,504,1,92,1,success,yes
48,blue-collar,married,primary,no,574,no,no,cellular,5,8,348,1,-1,0,unknown,no
60,retired,married,primary,no,0,no,no,telephone,30,7,130,3,-1,0,unknown,no
74,retired,married,secondary,no,935,no,no,cellular,26,1,100,1,104,1,other,no
30,services,married,secondary,no,699,yes,no,unknown,29,5,544,1,-1,0,unknown,no
52,admin.,single,primary,no,0,no,no,unknown,19,5,182,11,-1,0,unknown,no
24,blue-collar,married,secondary,no,-220,yes,no,cellular,2,4,90,1,-1,0,unknown,no
29,services,married,secondary,no,11417,yes,no,unknown,28,5,272,2,-1,0,unknown,no
33,housemaid,married,primary,no,212,yes,no,cellular,11,7,260,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,67,yes,yes,unknown,8,5,672,3,-1,0,unknown,no
45,admin.,divorced,secondary,no,0,no,no,cellular,29,10,264,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,0,no,yes,telephone,15,7,275,2,-1,0,unknown,no
45,technician,married,secondary,no,1673,no,no,cellular,23,10,76,1,-1,0,unknown,no
27,services,married,secondary,no,-1202,yes,no,unknown,4,6,749,2,-1,0,unknown,no
30,management,single,tertiary,no,4213,no,no,cellular,25,8,142,4,-1,0,unknown,no
45,blue-collar,married,primary,no,0,no,no,cellular,26,8,454,2,-1,0,unknown,no
57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,5,102,2,178,5,failure,no
34,management,married,tertiary,no,1310,no,no,telephone,30,1,521,3,158,7,other,no
40,admin.,married,secondary,no,0,yes,yes,cellular,17,11,57,1,-1,0,unknown,no
39,management,married,tertiary,no,399,no,no,cellular,9,4,504,1,-1,0,unknown,no
46,technician,married,tertiary,no,405,no,no,cellular,11,8,138,3,-1,0,unknown,no
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,6,103,2,95,1,other,yes
25,management,single,tertiary,no,2506,no,no,cellular,17,2,485,1,-1,0,unknown,yes
34,management,married,tertiary,no,697,no,no,cellular,5,8,166,1,-1,0,unknown,no
37,blue-collar,married,primary,no,403,yes,no,cellular,8,5,318,2,338,1,success,no
64,retired,divorced,tertiary,no,890,no,no,cellular,3,7,531,3,-1,0,unknown,no
45,technician,divorced,secondary,no,809,yes,no,cellular,13,5,155,2,363,4,failure,no
57,housemaid,married,secondary,no,158,yes,no,telephone,10,7,73,1,-1,0,unknown,no
21,student,single,unknown,no,137,yes,no,unknown,12,5,198,3,-1,0,unknown,no
58,housemaid,married,secondary,no,2705,no,no,telephone,14,8,137,1,-1,0,unknown,no
41,blue-collar,single,secondary,no,75,yes,no,unknown,1,7,479,9,-1,0,unknown,yes
41,management,married,unknown,no,2457,yes,no,unknown,9,5,285,1,-1,0,unknown,no
58,management,married,tertiary,no,541,yes,no,cellular,8,5,98,1,-1,0,unknown,no
33,management,married,tertiary,no,287,yes,no,cellular,15,5,199,2,274,3,other,no
32,management,married,tertiary,no,273,yes,yes,cellular,18,7,97,3,-1,0,unknown,no
44,services,divorced,secondary,no,0,yes,no,unknown,4,6,389,5,-1,0,unknown,no
47,unknown,married,unknown,no,677,no,no,cellular,7,8,384,1,99,4,success,no
41,self-employed,married,primary,no,340,no,no,unknown,6,6,37,3,-1,0,unknown,no
54,technician,married,tertiary,no,98,no,no,cellular,8,8,420,4,-1,0,unknown,no
47,technician,divorced,tertiary,no,477,yes,no,telephone,7,5,973,1,366,1,failure,no
32,management,single,tertiary,no,2629,no,no,cellular,28,8,77,4,-1,0,unknown,no
59,housemaid,married,tertiary,no,0,no,yes,cellular,29,7,376,2,-1,0,unknown,no
29,technician,single,tertiary,no,2325,no,no,cellular,2,2,125,1,-1,0,unknown,yes
48,services,married,secondary,yes,-20,no,no,cellular,20,8,142,2,-1,0,unknown,no
32,technician,single,secondary,no,230,yes,no,cellular,18,5,442,1,266,8,failure,yes
46,management,divorced,secondary,no,-852,no,yes,cellular,29,8,728,2,-1,0,unknown,no
31,blue-collar,single,primary,no,-280,no,no,unknown,21,5,281,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,25,no,no,cellular,22,8,528,2,-1,0,unknown,yes
34,technician,single,tertiary,no,9851,yes,no,cellular,20,11,128,5,-1,0,unknown,no
48,services,single,unknown,no,5095,yes,no,unknown,16,6,71,1,-1,0,unknown,no
32,technician,married,secondary,no,687,no,no,cellular,20,8,161,4,-1,0,unknown,no
31,management,married,secondary,no,1368,yes,no,cellular,12,8,129,4,-1,0,unknown,no
27,blue-collar,single,primary,no,-179,yes,no,cellular,15,5,54,2,-1,0,unknown,no
60,admin.,married,secondary,no,-396,yes,no,cellular,11,5,443,1,350,1,failure,no
34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,5,136,1,-1,0,unknown,no
52,self-employed,married,secondary,no,9,no,yes,unknown,6,6,44,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,5,1181,9,-1,0,unknown,no
45,technician,married,primary,no,-322,no,no,unknown,9,6,225,2,-1,0,unknown,no
54,technician,divorced,secondary,no,1114,yes,no,cellular,30,1,81,1,-1,0,unknown,no
52,services,married,secondary,no,2072,no,no,cellular,10,7,224,1,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,7,189,4,-1,0,unknown,no
54,unknown,married,secondary,no,1157,no,no,cellular,26,5,98,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,11,50,1,-1,0,unknown,no
39,technician,single,tertiary,no,1043,no,no,cellular,18,8,195,10,-1,0,unknown,no
46,technician,married,secondary,no,2098,no,no,cellular,7,8,110,2,-1,0,unknown,no
26,unemployed,single,secondary,no,461,no,no,cellular,28,1,214,1,-1,0,unknown,no
37,technician,single,secondary,no,61,yes,no,unknown,19,5,182,8,-1,0,unknown,no
47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,4,239,2,-1,0,unknown,no
35,technician,married,secondary,no,1067,no,yes,cellular,12,8,179,6,-1,0,unknown,no
57,unemployed,married,primary,no,0,no,no,unknown,9,6,540,1,-1,0,unknown,no
34,management,married,tertiary,no,1657,yes,no,cellular,18,5,566,2,356,4,failure,no
47,technician,married,secondary,no,1219,no,no,cellular,18,8,697,4,-1,0,unknown,yes
27,technician,married,secondary,no,7,yes,no,unknown,15,5,98,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,7,1018,2,-1,0,unknown,yes
39,technician,married,secondary,no,994,no,no,cellular,5,2,221,1,241,1,failure,no
36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,10,246,1,-1,0,unknown,no
42,technician,single,secondary,no,0,no,no,cellular,21,8,656,2,-1,0,unknown,no
23,blue-collar,single,primary,no,8627,yes,no,unknown,3,6,281,1,-1,0,unknown,no
34,management,married,tertiary,no,133,yes,no,unknown,8,5,65,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,5,193,5,-1,0,unknown,no
49,services,married,secondary,no,1114,no,no,cellular,17,11,283,1,-1,0,unknown,no
57,blue-collar,married,primary,no,1592,no,yes,unknown,20,6,78,4,-1,0,unknown,no
59,retired,married,unknown,no,0,no,no,unknown,8,5,425,6,-1,0,unknown,no
57,admin.,married,tertiary,no,46,no,no,cellular,7,8,238,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,5,182,1,90,8,failure,no
61,management,married,secondary,no,985,no,no,cellular,18,8,998,6,-1,0,unknown,yes
35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,5,477,1,-1,0,unknown,no
42,management,married,tertiary,no,520,no,no,cellular,4,11,158,1,-1,0,unknown,no
57,services,married,tertiary,no,10,no,no,telephone,8,7,320,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,5,149,1,364,2,failure,no
53,retired,married,secondary,no,6095,yes,yes,cellular,14,5,410,5,-1,0,unknown,no
63,retired,married,tertiary,no,133,yes,no,cellular,13,2,104,2,-1,0,unknown,no
47,self-employed,married,secondary,no,1121,no,no,unknown,20,6,454,6,-1,0,unknown,no
54,services,married,secondary,no,88,yes,no,unknown,13,5,190,1,-1,0,unknown,no
45,admin.,married,secondary,no,0,no,no,cellular,19,8,145,10,-1,0,unknown,no
28,management,single,tertiary,no,-328,yes,no,telephone,2,2,318,2,-1,0,unknown,no
58,unemployed,married,secondary,no,610,yes,no,telephone,29,7,246,2,-1,0,unknown,no
48,management,single,tertiary,no,414,no,no,cellular,21,7,761,2,-1,0,unknown,no
35,management,divorced,tertiary,no,0,yes,no,telephone,29,10,171,1,-1,0,unknown,yes
37,self-employed,married,tertiary,no,0,no,no,unknown,6,6,143,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,685,yes,no,unknown,6,6,968,1,-1,0,unknown,no
37,management,married,primary,no,22856,no,no,cellular,2,7,154,1,388,1,failure,no
25,services,single,secondary,no,-352,no,no,cellular,15,7,246,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,602,yes,no,cellular,13,5,201,1,-1,0,unknown,no
52,management,married,secondary,no,-588,yes,no,cellular,22,7,81,4,-1,0,unknown,no
19,student,single,secondary,no,302,no,no,cellular,16,7,205,1,-1,0,unknown,yes
59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,5,200,3,-1,0,unknown,no
41,technician,married,secondary,no,64,yes,yes,unknown,8,5,210,2,-1,0,unknown,no
34,technician,single,tertiary,no,632,no,no,cellular,22,8,215,10,-1,0,unknown,no
35,technician,single,secondary,no,5731,yes,no,cellular,4,5,164,2,167,4,other,no
41,technician,married,secondary,no,902,no,no,unknown,16,6,35,6,-1,0,unknown,no
28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,5,615,1,-1,0,unknown,no
53,management,divorced,secondary,no,112,no,yes,cellular,11,8,246,3,-1,0,unknown,no
35,services,married,secondary,no,0,no,yes,telephone,9,7,42,1,-1,0,unknown,no
33,admin.,single,tertiary,no,621,no,no,cellular,8,7,217,1,-1,0,unknown,no
37,technician,single,secondary,no,435,yes,no,unknown,26,5,210,1,-1,0,unknown,no
32,technician,married,secondary,no,782,yes,no,unknown,26,5,116,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,478,yes,no,unknown,3,6,200,1,-1,0,unknown,no
54,services,married,unknown,no,7864,yes,no,unknown,15,5,145,4,-1,0,unknown,no
44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,6,41,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,11,192,2,-1,0,unknown,no
56,admin.,married,secondary,no,1270,yes,no,cellular,17,11,80,2,165,2,other,no
30,management,single,tertiary,no,18,no,no,unknown,20,5,121,11,-1,0,unknown,no
36,blue-collar,married,secondary,no,141,yes,no,unknown,23,5,106,3,-1,0,unknown,no
43,management,married,tertiary,no,2886,no,no,cellular,20,11,230,1,-1,0,unknown,no
40,technician,married,secondary,no,2715,yes,no,unknown,29,5,125,2,-1,0,unknown,no
32,technician,single,tertiary,no,1100,yes,yes,cellular,11,8,67,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,516,yes,yes,unknown,2,6,26,1,-1,0,unknown,no
37,services,married,secondary,no,1,no,no,unknown,15,5,395,2,-1,0,unknown,no
28,admin.,single,secondary,no,775,no,no,cellular,29,1,603,2,-1,0,unknown,no
35,unknown,married,primary,no,634,no,no,cellular,7,7,185,2,-1,0,unknown,no
53,blue-collar,single,secondary,no,5715,no,no,cellular,28,1,287,2,-1,0,unknown,no
60,admin.,married,unknown,no,1088,yes,no,cellular,26,5,149,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,18,11,173,7,-1,0,unknown,no
57,retired,married,primary,no,75,no,no,cellular,28,8,118,2,-1,0,unknown,no
29,technician,single,secondary,no,103,no,no,unknown,19,5,314,1,-1,0,unknown,no
44,blue-collar,married,primary,no,134,yes,no,cellular,7,5,378,1,-1,0,unknown,no
41,admin.,single,secondary,no,748,no,no,telephone,21,11,94,7,130,3,other,no
47,technician,married,secondary,no,1990,yes,yes,cellular,25,8,108,4,-1,0,unknown,no
43,technician,married,tertiary,no,192,no,no,cellular,5,8,203,2,-1,0,unknown,no
37,technician,single,secondary,no,267,no,no,cellular,13,5,121,1,-1,0,unknown,no
34,technician,single,tertiary,no,586,yes,no,unknown,16,5,489,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,648,yes,yes,unknown,8,5,287,1,-1,0,unknown,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,5,652,1,370,4,other,no
26,admin.,single,secondary,no,96,yes,no,cellular,13,5,612,2,348,3,other,no
34,management,married,tertiary,no,1116,yes,no,cellular,25,7,53,5,-1,0,unknown,no
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,10,270,1,-1,0,unknown,yes
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,5,442,1,-1,0,unknown,yes
37,technician,single,secondary,no,3665,no,no,cellular,12,8,664,3,-1,0,unknown,yes
28,management,single,tertiary,no,2380,no,no,cellular,14,9,394,2,-1,0,unknown,no
57,blue-collar,married,primary,no,179,no,no,unknown,9,6,230,3,-1,0,unknown,no
39,management,married,tertiary,no,763,yes,no,cellular,11,5,877,7,300,2,other,yes
49,services,married,secondary,no,320,no,no,telephone,9,2,1971,4,-1,0,unknown,yes
38,technician,married,secondary,no,1960,yes,no,cellular,21,8,161,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,818,yes,no,unknown,3,6,188,5,-1,0,unknown,no
30,admin.,married,secondary,no,2678,yes,no,cellular,18,5,23,5,-1,0,unknown,no
38,admin.,married,tertiary,no,1980,no,no,cellular,5,8,176,2,-1,0,unknown,no
36,management,married,tertiary,no,1582,no,no,telephone,3,2,26,2,197,1,failure,no
38,retired,single,unknown,no,62,no,no,unknown,19,6,212,1,-1,0,unknown,no
59,housemaid,married,primary,no,235,no,no,cellular,13,8,119,2,-1,0,unknown,no
37,management,married,tertiary,no,489,yes,no,cellular,7,8,205,5,-1,0,unknown,no
29,self-employed,married,tertiary,no,3931,yes,no,unknown,3,6,73,4,-1,0,unknown,no
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,11,1258,2,122,2,other,yes
33,technician,married,secondary,no,58,yes,no,telephone,29,8,57,2,-1,0,unknown,no
54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,6,115,2,-1,0,unknown,no
55,services,married,secondary,no,557,no,no,unknown,19,6,58,1,-1,0,unknown,no
32,technician,single,tertiary,no,741,yes,no,cellular,11,8,238,1,-1,0,unknown,no
48,management,married,primary,no,3230,yes,no,telephone,20,11,207,3,-1,0,unknown,no
33,management,single,tertiary,no,1439,yes,no,cellular,3,6,178,2,-1,0,unknown,no
46,admin.,married,secondary,no,120,yes,no,unknown,14,5,20,11,-1,0,unknown,no
44,management,married,tertiary,no,1058,no,no,cellular,11,3,188,3,-1,0,unknown,yes
47,blue-collar,married,primary,no,881,yes,no,cellular,14,5,143,1,370,2,failure,no
38,technician,married,secondary,no,6728,no,no,cellular,25,11,232,1,96,4,success,yes
80,retired,married,secondary,no,462,no,no,cellular,7,12,127,2,-1,0,unknown,no
40,self-employed,married,secondary,no,167,yes,yes,cellular,8,5,380,4,295,1,failure,no
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,11,167,3,-1,0,unknown,no
32,technician,single,tertiary,no,1625,no,no,cellular,22,5,796,1,109,1,failure,yes
39,management,married,tertiary,no,562,no,no,cellular,13,9,303,2,-1,0,unknown,no
33,technician,married,secondary,no,9305,yes,no,cellular,17,4,407,2,-1,0,unknown,no
31,technician,single,secondary,no,35,no,yes,cellular,16,7,229,1,-1,0,unknown,no
36,management,single,tertiary,no,0,no,no,cellular,11,8,108,2,-1,0,unknown,no
35,management,single,tertiary,no,2486,yes,no,cellular,25,5,265,1,-1,0,unknown,no
25,services,single,secondary,no,368,no,no,telephone,25,7,168,1,-1,0,unknown,no
33,management,single,secondary,no,1558,yes,no,cellular,17,4,97,1,-1,0,unknown,no
23,blue-collar,single,primary,no,8627,yes,no,cellular,15,5,169,1,346,1,failure,no
31,management,single,tertiary,no,2590,no,no,cellular,23,9,103,2,484,2,other,no
36,management,married,tertiary,no,0,yes,yes,unknown,3,6,599,3,-1,0,unknown,no
44,technician,single,tertiary,no,900,yes,no,cellular,29,1,322,2,-1,0,unknown,no
31,management,single,tertiary,no,385,yes,no,unknown,21,5,304,1,-1,0,unknown,no
55,blue-collar,married,primary,no,1649,yes,no,cellular,12,5,52,3,-1,0,unknown,no
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,7,655,4,-1,0,unknown,yes
36,admin.,married,secondary,no,0,yes,yes,cellular,9,2,101,2,-1,0,unknown,no
27,unemployed,single,tertiary,no,1,no,no,cellular,3,2,65,2,-1,0,unknown,no
40,services,married,secondary,no,771,yes,no,cellular,15,5,173,4,-1,0,unknown,no
49,services,married,secondary,no,280,yes,no,telephone,14,7,162,3,-1,0,unknown,no
59,retired,married,primary,no,46,no,no,cellular,14,8,78,2,-1,0,unknown,no
32,management,married,tertiary,no,2431,yes,no,cellular,14,5,646,5,-1,0,unknown,yes
42,retired,single,tertiary,no,308,no,no,cellular,30,1,114,2,-1,0,unknown,no
35,management,divorced,tertiary,no,160,yes,no,unknown,4,6,141,6,-1,0,unknown,no
29,blue-collar,single,secondary,no,555,yes,no,cellular,15,5,133,4,-1,0,unknown,no
29,technician,single,secondary,no,778,yes,no,unknown,6,6,1994,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,48,no,no,cellular,6,5,140,2,-1,0,unknown,no
49,admin.,married,primary,no,169,yes,no,cellular,15,5,82,3,-1,0,unknown,no
51,services,divorced,secondary,no,12,yes,no,cellular,17,11,150,1,-1,0,unknown,no
61,housemaid,married,primary,no,848,no,no,cellular,27,4,605,1,187,1,other,no
43,management,married,secondary,no,481,yes,no,telephone,18,11,164,1,110,2,other,no
42,services,married,tertiary,no,12223,yes,no,cellular,19,11,36,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,5,290,2,-1,0,unknown,no
46,self-employed,married,tertiary,no,1148,no,no,telephone,29,7,104,2,-1,0,unknown,no
23,admin.,single,secondary,no,5,no,no,unknown,12,5,413,1,-1,0,unknown,no
26,services,single,secondary,no,50,yes,no,cellular,12,8,153,1,-1,0,unknown,no
43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,5,237,2,-1,0,unknown,no
35,technician,single,tertiary,no,470,yes,no,cellular,25,7,743,13,-1,0,unknown,yes
38,technician,married,secondary,no,0,no,no,cellular,28,8,82,4,-1,0,unknown,no
56,unemployed,divorced,primary,no,109,no,no,cellular,15,7,924,4,-1,0,unknown,no
31,services,married,secondary,no,440,yes,no,unknown,17,6,117,3,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,5,2,550,4,-1,0,unknown,yes
28,services,single,secondary,no,2685,no,yes,unknown,24,8,5,1,-1,0,unknown,no
26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,5,181,5,-1,0,unknown,no
49,management,married,tertiary,no,7007,no,no,cellular,17,11,325,2,-1,0,unknown,no
33,admin.,married,secondary,no,220,yes,no,unknown,27,5,345,1,-1,0,unknown,no
80,retired,married,primary,no,1548,no,no,cellular,6,8,331,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,326,yes,yes,cellular,7,7,112,1,-1,0,unknown,no
42,technician,divorced,secondary,no,0,yes,no,unknown,30,5,115,6,-1,0,unknown,no
46,blue-collar,married,secondary,no,123,no,no,cellular,20,8,381,3,-1,0,unknown,no
32,management,single,tertiary,no,697,no,no,cellular,7,8,119,1,99,3,failure,no
37,services,single,tertiary,no,223,yes,no,unknown,28,5,25,1,-1,0,unknown,no
32,student,married,secondary,no,1694,yes,no,cellular,28,1,929,1,-1,0,unknown,no
53,management,married,tertiary,no,4446,yes,no,unknown,14,5,429,1,-1,0,unknown,no
39,management,married,tertiary,no,894,yes,no,cellular,20,4,491,1,326,1,other,no
